latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
40.597538,-74.08771,53.0,-18000,America/New_York,EST

time,temperature_2m_max (°C),temperature_2m_min (°C),temperature_2m_mean (°C)
2021-12-03,9.0,2.0,5.8
2021-12-04,8.6,1.6,5.0
2021-12-05,9.2,0.2,5.3
2021-12-06,15.9,8.8,12.4
2021-12-07,6.8,1.5,3.5
2021-12-08,4.9,1.0,3.1
2021-12-09,3.6,-1.1,1.7
2021-12-10,8.6,3.4,6.0
2021-12-11,17.6,6.6,12.8
2021-12-12,10.5,3.9,6.6
2021-12-13,9.9,3.2,5.9
2021-12-14,10.2,3.5,6.4
2021-12-15,10.6,3.3,7.3
2021-12-16,14.3,10.0,11.9
2021-12-17,13.5,6.7,11.3
2021-12-18,8.4,4.8,6.5
2021-12-19,7.9,-1.7,3.8
2021-12-20,2.4,-3.8,-0.7
2021-12-21,5.1,-1.1,2.1
2021-12-22,7.9,0.3,4.3
2021-12-23,2.5,-1.9,0.1
2021-12-24,5.3,-1.5,2.7
2021-12-25,9.8,3.0,7.5
2021-12-26,9.1,3.0,6.4
2021-12-27,5.1,-0.2,2.1
2021-12-28,7.5,3.0,5.5
2021-12-29,7.6,4.4,5.8
2021-12-30,8.7,5.2,6.6
2021-12-31,10.7,6.1,8.4
