"time","temperature_2m_max_c","temperature_2m_min_c","temperature_2m_mean_c","indicator"
2016-01-01,6.2,0.1,2.8,"manhattan"
2016-01-02,4.1,-1.7,0.9,"manhattan"
2016-01-03,6.3,-1.2,1.6,"manhattan"
2016-01-04,-0.8,-8.6,-3,"manhattan"
2016-01-05,-1.5,-10.3,-6,"manhattan"
2016-01-06,3.4,-6.4,-2.7,"manhattan"
2016-01-07,5.4,-5,0,"manhattan"
2016-01-08,5.5,-1.7,1.9,"manhattan"
2016-01-09,7.7,1.9,5,"manhattan"
2016-01-10,13.7,3.4,9.7,"manhattan"
2016-01-11,2.3,-4,-0.4,"manhattan"
2016-01-12,5,-5.6,-1,"manhattan"
2016-01-13,-1.7,-4.9,-3.6,"manhattan"
2016-01-14,2.5,-5.7,-2,"manhattan"
2016-01-15,8.1,-0.3,3.5,"manhattan"
2016-01-16,9.8,2.4,5.1,"manhattan"
2016-01-17,3.1,-3.3,0.2,"manhattan"
2016-01-18,-2.3,-7.2,-4.3,"manhattan"
2016-01-19,-2.6,-8.6,-5.8,"manhattan"
2016-01-20,2.6,-4.3,-1.7,"manhattan"
2016-01-21,1.9,-4,-1.9,"manhattan"
2016-01-22,-1.3,-6.3,-3.6,"manhattan"
2016-01-23,-2.8,-4.3,-3.6,"manhattan"
2016-01-24,-2.4,-9,-6,"manhattan"
2016-01-25,-0.9,-8.7,-5.2,"manhattan"
2016-01-26,4.9,-5.4,-0.1,"manhattan"
2016-01-27,3.8,-4.8,0.8,"manhattan"
2016-01-28,2.3,-8.1,-3.6,"manhattan"
2016-01-29,3.5,-4.5,-1.1,"manhattan"
2016-01-30,1.4,-7.5,-2.5,"manhattan"
2016-01-31,6.3,-3.8,1,"manhattan"
2016-02-01,9,0.4,4.8,"manhattan"
2016-02-02,8.6,-3.1,1.3,"manhattan"
2016-02-03,12.3,-1.9,7.4,"manhattan"
2016-02-04,12,5.5,9.7,"manhattan"
2016-02-05,4.3,-4.8,0.6,"manhattan"
2016-02-06,2.6,-6,-1.1,"manhattan"
2016-02-07,6.4,-5.1,0.1,"manhattan"
2016-02-08,0.9,-3.2,-0.4,"manhattan"
2016-02-09,0.9,-3.8,-2,"manhattan"
2016-02-10,3.1,-2.9,-0.1,"manhattan"
2016-02-11,-3,-8.3,-5.1,"manhattan"
2016-02-12,-4.1,-13.1,-7.9,"manhattan"
2016-02-13,-7.6,-16.1,-10.8,"manhattan"
2016-02-14,-9.7,-19.2,-14,"manhattan"
2016-02-15,3.8,-10.8,-4.5,"manhattan"
2016-02-16,11.2,-0.2,7.4,"manhattan"
2016-02-17,5.8,-1.7,1.5,"manhattan"
2016-02-18,1.4,-4.5,-1.6,"manhattan"
2016-02-19,1.9,-5.9,-1.7,"manhattan"
2016-02-20,14.7,1.6,7.6,"manhattan"
2016-02-21,11.3,1.3,6.3,"manhattan"
2016-02-22,9.6,-1.1,3.4,"manhattan"
2016-02-23,4.6,-0.7,1.6,"manhattan"
2016-02-24,13.9,2,7.8,"manhattan"
2016-02-25,14.1,3,8.2,"manhattan"
2016-02-26,2.9,-2.8,0.5,"manhattan"
2016-02-27,4.2,-5,-0.3,"manhattan"
2016-02-28,13.9,0,6.1,"manhattan"
2016-02-29,13.5,5.7,8.9,"manhattan"
2016-03-01,8.8,1.2,5.2,"manhattan"
2016-03-02,11,-1.8,5.1,"manhattan"
2016-03-03,1.9,-3.6,-0.8,"manhattan"
2016-03-04,2.6,-1.8,0.1,"manhattan"
2016-03-05,3.5,-3.4,-0.1,"manhattan"
2016-03-06,5.6,-3.6,1.2,"manhattan"
2016-03-07,13.5,-2,5.4,"manhattan"
2016-03-08,16.1,2.4,8.2,"manhattan"
2016-03-09,22.8,3.7,13,"manhattan"
2016-03-10,23.7,11.1,16.9,"manhattan"
2016-03-11,16.5,6.2,12.6,"manhattan"
2016-03-12,14.9,2.1,8.2,"manhattan"
2016-03-13,14.7,6.2,10.3,"manhattan"
2016-03-14,8.1,5,6.1,"manhattan"
2016-03-15,11.9,5.9,8.1,"manhattan"
2016-03-16,16.5,5.5,10,"manhattan"
2016-03-17,15.4,3.9,9.7,"manhattan"
2016-03-18,12.9,4.6,8.6,"manhattan"
2016-03-19,7.4,-0.5,4.1,"manhattan"
2016-03-20,4.4,-0.6,1.8,"manhattan"
2016-03-21,8.9,0.1,3.8,"manhattan"
2016-03-22,12.2,-0.9,5.5,"manhattan"
2016-03-23,19.3,6.8,12.1,"manhattan"
2016-03-24,13.1,4.8,8.3,"manhattan"
2016-03-25,21.3,7.8,14.6,"manhattan"
2016-03-26,10.9,2.2,6.2,"manhattan"
2016-03-27,10.1,4,6.6,"manhattan"
2016-03-28,13.9,5.5,8.6,"manhattan"
2016-03-29,10.5,2.9,6.9,"manhattan"
2016-03-30,11.9,-1.2,5.8,"manhattan"
2016-03-31,20.8,6.2,13.8,"manhattan"
2016-04-01,23,13.8,17.4,"manhattan"
2016-04-02,12.7,7.9,10.7,"manhattan"
2016-04-03,7.8,0.2,3.3,"manhattan"
2016-04-04,10.7,-0.5,4.4,"manhattan"
2016-04-05,4.5,-3.7,0.3,"manhattan"
2016-04-06,7.9,-3.4,3.2,"manhattan"
2016-04-07,12.9,7.4,10.3,"manhattan"
2016-04-08,9,2.6,6.7,"manhattan"
2016-04-09,5.5,0.3,3,"manhattan"
2016-04-10,9,-1.3,4,"manhattan"
2016-04-11,15.9,4.1,9.4,"manhattan"
2016-04-12,12.8,4.8,10.1,"manhattan"
2016-04-13,11.7,0.8,6.6,"manhattan"
2016-04-14,13.9,2,7.7,"manhattan"
2016-04-15,15.2,1.6,8.9,"manhattan"
2016-04-16,16.8,2.4,9.4,"manhattan"
2016-04-17,20.5,2.5,11.2,"manhattan"
2016-04-18,23.9,5.9,15,"manhattan"
2016-04-19,19.6,9.5,14.2,"manhattan"
2016-04-20,17.7,6.5,11.5,"manhattan"
2016-04-21,21.3,5,13.7,"manhattan"
2016-04-22,25,11.6,18,"manhattan"
2016-04-23,19.7,10.7,15.8,"manhattan"
2016-04-24,18,6.9,12.1,"manhattan"
2016-04-25,19.2,7.2,13.1,"manhattan"
2016-04-26,22.6,8.5,13.2,"manhattan"
2016-04-27,14.6,7.6,10.7,"manhattan"
2016-04-28,13.3,6,9.2,"manhattan"
2016-04-29,12,7.3,9.2,"manhattan"
2016-04-30,15.6,6.9,10.4,"manhattan"
2016-05-01,9.4,8.3,8.7,"manhattan"
2016-05-02,14.4,7.5,10.9,"manhattan"
2016-05-03,11.8,9.8,10.9,"manhattan"
2016-05-04,10.6,8.1,9.4,"manhattan"
2016-05-05,12.4,7.6,9.7,"manhattan"
2016-05-06,11.2,8.5,9.7,"manhattan"
2016-05-07,13.8,8.9,10.9,"manhattan"
2016-05-08,17,7.7,11.7,"manhattan"
2016-05-09,20.9,6.5,13.4,"manhattan"
2016-05-10,16.7,5.7,11.6,"manhattan"
2016-05-11,21.7,6.8,14.8,"manhattan"
2016-05-12,23.4,8.6,15.9,"manhattan"
2016-05-13,17.3,10.8,14.7,"manhattan"
2016-05-14,21,10.7,16.1,"manhattan"
2016-05-15,13.3,7.5,11,"manhattan"
2016-05-16,17.9,4.9,10.7,"manhattan"
2016-05-17,17.8,9.2,12.5,"manhattan"
2016-05-18,18.4,8.6,13.2,"manhattan"
2016-05-19,20.3,11,14.8,"manhattan"
2016-05-20,23.1,9.1,16.4,"manhattan"
2016-05-21,16,11.7,14.1,"manhattan"
2016-05-22,19.7,11,14.6,"manhattan"
2016-05-23,23,9.6,16.6,"manhattan"
2016-05-24,22.4,14,16.8,"manhattan"
2016-05-25,29.9,11.5,21.4,"manhattan"
2016-05-26,30.5,15.6,23.4,"manhattan"
2016-05-27,29.8,17.8,23.6,"manhattan"
2016-05-28,31.3,19.9,25.4,"manhattan"
2016-05-29,30.2,20.3,24.2,"manhattan"
2016-05-30,27.1,19.5,22.5,"manhattan"
2016-05-31,28.7,19.9,23.7,"manhattan"
2016-06-01,27.1,16.7,21.8,"manhattan"
2016-06-02,23.7,15.3,19,"manhattan"
2016-06-03,20,16.9,18.1,"manhattan"
2016-06-04,26.6,18,21.7,"manhattan"
2016-06-05,21.6,18.1,19.9,"manhattan"
2016-06-06,27.6,17.9,22.8,"manhattan"
2016-06-07,28.1,18.3,23,"manhattan"
2016-06-08,20.1,12.9,16,"manhattan"
2016-06-09,21.6,11.9,16.4,"manhattan"
2016-06-10,23.8,12.4,17.7,"manhattan"
2016-06-11,30,12.6,21.8,"manhattan"
2016-06-12,26.3,15.4,22.5,"manhattan"
2016-06-13,23.8,13.7,18.2,"manhattan"
2016-06-14,26.2,13.5,19.8,"manhattan"
2016-06-15,29.2,13.6,22.4,"manhattan"
2016-06-16,24.6,18.6,21.5,"manhattan"
2016-06-17,24.9,15.4,20.6,"manhattan"
2016-06-18,29.3,13.3,21.8,"manhattan"
2016-06-19,30.6,16.9,22.7,"manhattan"
2016-06-20,29.7,16.4,23.4,"manhattan"
2016-06-21,31.1,20.6,25.7,"manhattan"
2016-06-22,29.8,18.3,24,"manhattan"
2016-06-23,27.6,18.1,23.2,"manhattan"
2016-06-24,27.3,18,22.5,"manhattan"
2016-06-25,28.4,17.1,22.3,"manhattan"
2016-06-26,30.1,17.2,23.1,"manhattan"
2016-06-27,28.6,17,22.8,"manhattan"
2016-06-28,23.7,20.3,21.5,"manhattan"
2016-06-29,27.9,19.9,23.4,"manhattan"
2016-06-30,28.7,18.2,23.5,"manhattan"
2016-07-01,26.4,19.1,22.8,"manhattan"
2016-07-02,25.3,18,21.5,"manhattan"
2016-07-03,27.5,15.8,22.1,"manhattan"
2016-07-04,28.3,17.1,22.7,"manhattan"
2016-07-05,29.8,20,24.5,"manhattan"
2016-07-06,32.5,20.7,27.3,"manhattan"
2016-07-07,32.4,22.9,27.7,"manhattan"
2016-07-08,30.3,20,24.6,"manhattan"
2016-07-09,22.8,19.2,20.5,"manhattan"
2016-07-10,26.7,19.3,22.7,"manhattan"
2016-07-11,25.3,17.7,21.6,"manhattan"
2016-07-12,27,17.4,22.4,"manhattan"
2016-07-13,28.5,19.6,23.9,"manhattan"
2016-07-14,30.8,22.3,25.7,"manhattan"
2016-07-15,31.6,23,27.4,"manhattan"
2016-07-16,31.1,21.9,25.7,"manhattan"
2016-07-17,31.5,22.1,26.6,"manhattan"
2016-07-18,33.8,22.8,27.1,"manhattan"
2016-07-19,28,19.5,24.3,"manhattan"
2016-07-20,28.2,17.7,23.2,"manhattan"
2016-07-21,31.2,19.4,25.5,"manhattan"
2016-07-22,34.8,21.8,28.2,"manhattan"
2016-07-23,34.3,24.1,29.1,"manhattan"
2016-07-24,33.5,20.2,27.1,"manhattan"
2016-07-25,34,23.3,26.9,"manhattan"
2016-07-26,32.6,22.2,27.3,"manhattan"
2016-07-27,31.7,20.7,26.5,"manhattan"
2016-07-28,32.5,23.1,27.5,"manhattan"
2016-07-29,29.1,21.6,24.9,"manhattan"
2016-07-30,28,22,24.1,"manhattan"
2016-07-31,24.6,22.1,23,"manhattan"
2016-08-01,24.9,20.9,22.5,"manhattan"
2016-08-02,23.9,19.8,21.7,"manhattan"
2016-08-03,25,16.9,21.2,"manhattan"
2016-08-04,26.4,17.6,22.1,"manhattan"
2016-08-05,27.1,18,22.9,"manhattan"
2016-08-06,30.1,21.4,25,"manhattan"
2016-08-07,29.9,19.9,24.7,"manhattan"
2016-08-08,29.7,18.5,24.2,"manhattan"
2016-08-09,29.5,19.9,24.6,"manhattan"
2016-08-10,29.2,22.7,25.3,"manhattan"
2016-08-11,31.6,24.2,26.8,"manhattan"
2016-08-12,33.9,24.5,28.3,"manhattan"
2016-08-13,33.5,25.7,28.9,"manhattan"
2016-08-14,33.4,25.6,29,"manhattan"
2016-08-15,31.8,24.7,27.9,"manhattan"
2016-08-16,28.8,24.7,26.4,"manhattan"
2016-08-17,29.4,24.4,26.6,"manhattan"
2016-08-18,28.9,22.8,25.4,"manhattan"
2016-08-19,28.5,22.9,25.5,"manhattan"
2016-08-20,28.1,22.8,25.1,"manhattan"
2016-08-21,28.7,21.8,24.6,"manhattan"
2016-08-22,25.4,17.7,21.7,"manhattan"
2016-08-23,26.7,14.9,21.3,"manhattan"
2016-08-24,29.3,17.4,23.6,"manhattan"
2016-08-25,29.4,18.9,24.2,"manhattan"
2016-08-26,31.9,22.9,26.7,"manhattan"
2016-08-27,29.9,20.3,24.9,"manhattan"
2016-08-28,29.9,20.1,24.5,"manhattan"
2016-08-29,31.7,21.8,26.2,"manhattan"
2016-08-30,28.4,19.1,23.7,"manhattan"
2016-08-31,29.8,21.6,25.3,"manhattan"
2016-09-01,25.7,20.6,23.3,"manhattan"
2016-09-02,25.9,18.7,21.8,"manhattan"
2016-09-03,23.1,18,20.2,"manhattan"
2016-09-04,25.7,16.6,20.6,"manhattan"
2016-09-05,27.9,17.1,21.5,"manhattan"
2016-09-06,26.5,20.6,23,"manhattan"
2016-09-07,27.3,20.6,23.6,"manhattan"
2016-09-08,30.4,19.3,25,"manhattan"
2016-09-09,31.5,23.6,27.5,"manhattan"
2016-09-10,31.9,23.1,26.4,"manhattan"
2016-09-11,26.9,19.3,24.4,"manhattan"
2016-09-12,24.4,14.7,19.7,"manhattan"
2016-09-13,27.7,15.1,20.9,"manhattan"
2016-09-14,31.6,18.9,24.6,"manhattan"
2016-09-15,22.6,15.9,19.2,"manhattan"
2016-09-16,22.1,14.7,18.2,"manhattan"
2016-09-17,25,13.8,19.9,"manhattan"
2016-09-18,28,19.5,23.2,"manhattan"
2016-09-19,22.1,20.5,21.4,"manhattan"
2016-09-20,26.7,20.2,22.7,"manhattan"
2016-09-21,27.4,18.5,22.3,"manhattan"
2016-09-22,27.3,15.9,21.3,"manhattan"
2016-09-23,29.6,15.3,22.3,"manhattan"
2016-09-24,20.9,13.6,17.1,"manhattan"
2016-09-25,20.1,10.8,15.4,"manhattan"
2016-09-26,21.2,11.2,16.8,"manhattan"
2016-09-27,22.6,16,18.7,"manhattan"
2016-09-28,21.4,12.7,16.6,"manhattan"
2016-09-29,18.2,14,15.7,"manhattan"
2016-09-30,14.9,13.2,14,"manhattan"
2016-10-01,16.9,13.5,15,"manhattan"
2016-10-02,16.9,14.1,15.5,"manhattan"
2016-10-03,22,14.7,17.8,"manhattan"
2016-10-04,19.2,14.7,16.6,"manhattan"
2016-10-05,18.8,11.4,15,"manhattan"
2016-10-06,21.6,11,15.6,"manhattan"
2016-10-07,22.1,10.9,15.6,"manhattan"
2016-10-08,19.8,12.9,16.6,"manhattan"
2016-10-09,16.7,11.5,13.3,"manhattan"
2016-10-10,16.5,8.3,11.6,"manhattan"
2016-10-11,16,6.2,11.1,"manhattan"
2016-10-12,17.7,10.1,14.1,"manhattan"
2016-10-13,19.5,10.3,14.4,"manhattan"
2016-10-14,16.3,7.7,11.6,"manhattan"
2016-10-15,17.1,6.2,11.5,"manhattan"
2016-10-16,21.2,8.5,14.7,"manhattan"
2016-10-17,25.7,15.1,19.4,"manhattan"
2016-10-18,26.8,15.7,20.6,"manhattan"
2016-10-19,27.9,16.4,21.8,"manhattan"
2016-10-20,20.6,14.3,17.7,"manhattan"
2016-10-21,20.4,17.5,19.1,"manhattan"
2016-10-22,16.1,8,9.7,"manhattan"
2016-10-23,15.5,7.2,11.1,"manhattan"
2016-10-24,15.6,8.3,11.5,"manhattan"
2016-10-25,11.1,5.4,8.2,"manhattan"
2016-10-26,9.9,3.1,6.1,"manhattan"
2016-10-27,13.2,5.2,8.1,"manhattan"
2016-10-28,13,4.8,7.9,"manhattan"
2016-10-29,16.9,2.7,10,"manhattan"
2016-10-30,22.6,10.8,16.4,"manhattan"
2016-10-31,11.9,5,8.7,"manhattan"
2016-11-01,13.8,3.6,9,"manhattan"
2016-11-02,20.4,8.9,13.8,"manhattan"
2016-11-03,20.6,11.5,15.2,"manhattan"
2016-11-04,14.3,6.7,10.8,"manhattan"
2016-11-05,16.5,4.2,9.5,"manhattan"
2016-11-06,12.8,5.5,9.5,"manhattan"
2016-11-07,11.3,3.5,7,"manhattan"
2016-11-08,17.7,2.4,9.5,"manhattan"
2016-11-09,13.8,7.7,10.4,"manhattan"
2016-11-10,12.8,4.2,8.3,"manhattan"
2016-11-11,15,4.1,9.3,"manhattan"
2016-11-12,9.4,1.3,4.8,"manhattan"
2016-11-13,15.1,2,7.4,"manhattan"
2016-11-14,15.8,2,8.6,"manhattan"
2016-11-15,8.6,7.3,8,"manhattan"
2016-11-16,15.7,6.4,10.1,"manhattan"
2016-11-17,15.4,6.3,9.6,"manhattan"
2016-11-18,17,3.7,9.2,"manhattan"
2016-11-19,15.3,4.7,9.6,"manhattan"
2016-11-20,5.9,1.8,3.5,"manhattan"
2016-11-21,3.8,1.1,2.1,"manhattan"
2016-11-22,4.5,0.5,2,"manhattan"
2016-11-23,6.9,-0.6,2.5,"manhattan"
2016-11-24,10,2.1,6,"manhattan"
2016-11-25,11.2,5.4,8,"manhattan"
2016-11-26,9.8,3,6.3,"manhattan"
2016-11-27,8.7,1.1,4.4,"manhattan"
2016-11-28,9.9,-0.9,4.1,"manhattan"
2016-11-29,13.7,3.9,10.9,"manhattan"
2016-11-30,13.1,9.2,10.4,"manhattan"
2016-12-01,13.8,4.7,9.7,"manhattan"
2016-12-02,9.6,2.8,5.6,"manhattan"
2016-12-03,7.1,2.6,4.6,"manhattan"
2016-12-04,6.7,1.5,3.3,"manhattan"
2016-12-05,8.1,1.3,4.1,"manhattan"
2016-12-06,6.6,-0.7,3.2,"manhattan"
2016-12-07,6.7,2.7,4.8,"manhattan"
2016-12-08,6.5,-0.4,2.5,"manhattan"
2016-12-09,3.3,-2,0.4,"manhattan"
2016-12-10,1.3,-3.7,-1.6,"manhattan"
2016-12-11,1.4,-4.8,-1.8,"manhattan"
2016-12-12,7.3,-0.3,3.2,"manhattan"
2016-12-13,4.5,-1.8,1.2,"manhattan"
2016-12-14,4.9,-1.6,1.1,"manhattan"
2016-12-15,-0.5,-6.5,-4,"manhattan"
2016-12-16,-2.8,-7.6,-5.3,"manhattan"
2016-12-17,2.4,-4.1,-0.8,"manhattan"
2016-12-18,12.5,-2.3,6,"manhattan"
2016-12-19,-1.6,-5.4,-3.5,"manhattan"
2016-12-20,-0.2,-7.6,-4,"manhattan"
2016-12-21,4.9,-3.7,-0.3,"manhattan"
2016-12-22,7.4,-2.7,1.8,"manhattan"
2016-12-23,7,-1.4,2.2,"manhattan"
2016-12-24,5.8,1,2.9,"manhattan"
2016-12-25,8.9,-1.4,2.5,"manhattan"
2016-12-26,8.1,-2.5,2.6,"manhattan"
2016-12-27,13.9,1.2,9.4,"manhattan"
2016-12-28,4.6,-1.3,1,"manhattan"
2016-12-29,6,-3.1,1.2,"manhattan"
2016-12-30,4.4,-1.2,0.7,"manhattan"
2016-12-31,5.1,-2.8,1.4,"manhattan"
2017-01-01,7.1,-1.5,4,"manhattan"
2017-01-02,4.1,-0.3,2.2,"manhattan"
2017-01-03,6.1,3.5,4.7,"manhattan"
2017-01-04,9.5,0.7,5.7,"manhattan"
2017-01-05,0.2,-4.1,-1.7,"manhattan"
2017-01-06,0.7,-4.7,-1.8,"manhattan"
2017-01-07,-4.8,-7.7,-5.5,"manhattan"
2017-01-08,-5.3,-11.6,-9,"manhattan"
2017-01-09,-6.8,-16.3,-10.6,"manhattan"
2017-01-10,3.4,-13.3,-3.9,"manhattan"
2017-01-11,10.2,3.2,6.1,"manhattan"
2017-01-12,15.7,6.5,12,"manhattan"
2017-01-13,13.7,-0.6,5.6,"manhattan"
2017-01-14,-0.1,-4.2,-1.7,"manhattan"
2017-01-15,4.2,-3.3,-0.4,"manhattan"
2017-01-16,4.8,-5.4,-0.4,"manhattan"
2017-01-17,5,1.3,3.1,"manhattan"
2017-01-18,4.2,3,3.6,"manhattan"
2017-01-19,9.6,1.7,4.6,"manhattan"
2017-01-20,6.5,0.5,4,"manhattan"
2017-01-21,11.7,4.5,6.6,"manhattan"
2017-01-22,8.4,5.4,6.5,"manhattan"
2017-01-23,5.4,1.7,3.4,"manhattan"
2017-01-24,3.7,1.4,2.6,"manhattan"
2017-01-25,10.2,0.4,4.6,"manhattan"
2017-01-26,10.2,4.3,6.5,"manhattan"
2017-01-27,6.1,1.1,3.8,"manhattan"
2017-01-28,3.9,-1.5,1.3,"manhattan"
2017-01-29,6.1,-0.9,1.7,"manhattan"
2017-01-30,2.9,-3.8,-0.6,"manhattan"
2017-01-31,0,-5.3,-2.4,"manhattan"
2017-02-01,8.2,-3.4,3.2,"manhattan"
2017-02-02,6,-2.3,1.2,"manhattan"
2017-02-03,1.3,-5.6,-2.1,"manhattan"
2017-02-04,1.1,-6.3,-2.9,"manhattan"
2017-02-05,6.2,-2.9,1.3,"manhattan"
2017-02-06,8,-1.4,2.9,"manhattan"
2017-02-07,4.1,-0.3,2.4,"manhattan"
2017-02-08,14.8,3.5,9.1,"manhattan"
2017-02-09,2.8,-8.8,-3.3,"manhattan"
2017-02-10,-1.9,-10.4,-6,"manhattan"
2017-02-11,4.4,-3,0.6,"manhattan"
2017-02-12,2.1,-1.6,0,"manhattan"
2017-02-13,2.5,-2.9,0.4,"manhattan"
2017-02-14,3.7,-4.9,-0.9,"manhattan"
2017-02-15,8.7,-2.3,2.1,"manhattan"
2017-02-16,1.8,-3.4,-0.9,"manhattan"
2017-02-17,5.1,-3.9,-0.1,"manhattan"
2017-02-18,15.2,-3.1,5.9,"manhattan"
2017-02-19,18.1,7,11.4,"manhattan"
2017-02-20,10.8,1.5,6.3,"manhattan"
2017-02-21,6.8,-2.4,2.6,"manhattan"
2017-02-22,12.6,2.4,6.7,"manhattan"
2017-02-23,17.5,3.7,9.5,"manhattan"
2017-02-24,19.3,10.1,13.7,"manhattan"
2017-02-25,14.9,6.8,11.5,"manhattan"
2017-02-26,6.5,0.1,3.4,"manhattan"
2017-02-27,11.5,-1.1,4.7,"manhattan"
2017-02-28,14.6,2.4,8.2,"manhattan"
2017-03-01,21.4,9.5,14.8,"manhattan"
2017-03-02,15.3,1.2,7.4,"manhattan"
2017-03-03,3.7,-4.6,-0.2,"manhattan"
2017-03-04,-0.8,-9,-4.7,"manhattan"
2017-03-05,2.5,-9.9,-4.9,"manhattan"
2017-03-06,4.6,-5.7,-0.2,"manhattan"
2017-03-07,11.7,3,7.5,"manhattan"
2017-03-08,14.3,7.3,11,"manhattan"
2017-03-09,13.6,6.9,10.6,"manhattan"
2017-03-10,6,-5.2,1.1,"manhattan"
2017-03-11,-0.9,-8.2,-5.2,"manhattan"
2017-03-12,0.3,-7.6,-4.3,"manhattan"
2017-03-13,0.3,-7.5,-3.5,"manhattan"
2017-03-14,-0.2,-6.4,-2.2,"manhattan"
2017-03-15,-3.6,-8.2,-5.5,"manhattan"
2017-03-16,1.8,-7.5,-3.4,"manhattan"
2017-03-17,4.7,-6.7,-1.3,"manhattan"
2017-03-18,2.2,-8.4,-0.8,"manhattan"
2017-03-19,5.2,-2.1,1.3,"manhattan"
2017-03-20,10.6,-4.2,2.8,"manhattan"
2017-03-21,13.8,1.3,7.2,"manhattan"
2017-03-22,3.8,-5.9,-0.6,"manhattan"
2017-03-23,5.4,-7.2,-1.1,"manhattan"
2017-03-24,12,-2.4,5.1,"manhattan"
2017-03-25,15,4.5,8.6,"manhattan"
2017-03-26,6.4,2.4,4.2,"manhattan"
2017-03-27,11.9,3.6,6.7,"manhattan"
2017-03-28,8.3,4.8,6.5,"manhattan"
2017-03-29,14.3,3.2,8.6,"manhattan"
2017-03-30,10.4,-0.2,5.1,"manhattan"
2017-03-31,5,2.5,4,"manhattan"
2017-04-01,8.2,2.6,5.1,"manhattan"
2017-04-02,15.2,1.6,8.5,"manhattan"
2017-04-03,15.2,2.3,9,"manhattan"
2017-04-04,11.6,6.5,9.2,"manhattan"
2017-04-05,16.9,5.4,9.8,"manhattan"
2017-04-06,13.8,4.2,7.3,"manhattan"
2017-04-07,9.6,3.5,7,"manhattan"
2017-04-08,12.8,2.4,6.9,"manhattan"
2017-04-09,17.6,1.9,9.7,"manhattan"
2017-04-10,21,5.9,14.4,"manhattan"
2017-04-11,23.4,11.7,17.1,"manhattan"
2017-04-12,22,10.7,16.2,"manhattan"
2017-04-13,16.9,6.5,11.5,"manhattan"
2017-04-14,16.4,5,10.3,"manhattan"
2017-04-15,14.3,5.3,11.3,"manhattan"
2017-04-16,27.4,13.5,20.2,"manhattan"
2017-04-17,21,12.8,17.7,"manhattan"
2017-04-18,17.4,7.3,11.1,"manhattan"
2017-04-19,9.6,6,8.2,"manhattan"
2017-04-20,18,9.2,12.5,"manhattan"
2017-04-21,12.7,9,10.4,"manhattan"
2017-04-22,12.4,8.7,10.9,"manhattan"
2017-04-23,17.3,5.6,10.7,"manhattan"
2017-04-24,13.6,7,10.7,"manhattan"
2017-04-25,11.5,9.4,10.5,"manhattan"
2017-04-26,16.2,11.1,13.7,"manhattan"
2017-04-27,19.1,12.3,15.1,"manhattan"
2017-04-28,25.8,12.3,18.8,"manhattan"
2017-04-29,27.3,14.9,21,"manhattan"
2017-04-30,16.9,10.6,14,"manhattan"
2017-05-01,22.7,10.1,15.8,"manhattan"
2017-05-02,22.4,14.1,19.3,"manhattan"
2017-05-03,15.8,9.3,13.6,"manhattan"
2017-05-04,15.5,6.2,11,"manhattan"
2017-05-05,16.1,10,12.8,"manhattan"
2017-05-06,18.1,10.8,15.4,"manhattan"
2017-05-07,13.4,8.2,10.6,"manhattan"
2017-05-08,13.4,5.6,9.6,"manhattan"
2017-05-09,15.3,6.4,10.6,"manhattan"
2017-05-10,16.7,7.6,11.6,"manhattan"
2017-05-11,15.7,7.5,11.4,"manhattan"
2017-05-12,14.4,7.7,11.1,"manhattan"
2017-05-13,10.4,8,9.5,"manhattan"
2017-05-14,17.9,7.4,12.5,"manhattan"
2017-05-15,18.6,10.1,14.3,"manhattan"
2017-05-16,24.2,10.2,17.4,"manhattan"
2017-05-17,30.3,13.1,22.5,"manhattan"
2017-05-18,31.2,20.1,25.9,"manhattan"
2017-05-19,29.4,17.5,24.7,"manhattan"
2017-05-20,16.3,11.7,14.8,"manhattan"
2017-05-21,17.8,10.1,14,"manhattan"
2017-05-22,15.4,12.3,13.9,"manhattan"
2017-05-23,21,14.1,16.7,"manhattan"
2017-05-24,18.9,13.6,15.5,"manhattan"
2017-05-25,15.2,12.5,13.7,"manhattan"
2017-05-26,22,12.4,17.2,"manhattan"
2017-05-27,21.6,13.5,17.4,"manhattan"
2017-05-28,20.4,13,16.5,"manhattan"
2017-05-29,14.8,12.9,14,"manhattan"
2017-05-30,15.2,12.9,14.1,"manhattan"
2017-05-31,23,14,17.3,"manhattan"
2017-06-01,24.4,13.8,18.9,"manhattan"
2017-06-02,22.8,11.7,17.6,"manhattan"
2017-06-03,21.1,11.2,15.9,"manhattan"
2017-06-04,21.1,10.6,15.9,"manhattan"
2017-06-05,21.3,13.9,17.3,"manhattan"
2017-06-06,15,11.1,13.3,"manhattan"
2017-06-07,18.5,10.2,14.4,"manhattan"
2017-06-08,20.6,10.3,15.3,"manhattan"
2017-06-09,24.5,10.3,18.4,"manhattan"
2017-06-10,27.8,14.5,22.2,"manhattan"
2017-06-11,31.9,19,25.8,"manhattan"
2017-06-12,33.3,19.5,26.7,"manhattan"
2017-06-13,33.5,21.1,27.5,"manhattan"
2017-06-14,26.9,18.2,22.6,"manhattan"
2017-06-15,22.7,16.4,19.2,"manhattan"
2017-06-16,21.7,16,18.6,"manhattan"
2017-06-17,22.6,18.2,20,"manhattan"
2017-06-18,27.4,20.1,24.1,"manhattan"
2017-06-19,28.2,21.4,24.5,"manhattan"
2017-06-20,27.6,19.7,23.5,"manhattan"
2017-06-21,27.3,19.3,23,"manhattan"
2017-06-22,26.2,16,22.4,"manhattan"
